6459
3
_на	-4.91
_пр	-5.11
_по	-5.19
ого	-5.2
на_	-5.27
го_	-5.29
_за	-5.36
ти_	-5.47
_не	-5.49
их_	-5.53
ськ	-5.59
ня_	-5.6
ння	-5.6
ть_	-5.63
_та	-5.63
_до	-5.64
про	-5.66
_і_	-5.68
не_	-5.71
кра	-5.71
ся_	-5.72
ої_	-5.73
ні_	-5.73
_в_	-5.76
_ві	-5.78
ий_	-5.79
ми_	-5.8
_ви	-5.83
від	-5.83
ів_	-5.86
аїн	-5.88
раї	-5.88
_як	-5.91
_ро	-5.92
_що	-5.99
_ко	-5.99
та_	-6
ати	-6.01
ою_	-6.02
ере	-6.05
_ст	-6.05
ки_	-6.06
льн	-6.06
енн	-6.08
_з_	-6.1
но_	-6.1
ста	-6.1
пер	-6.1
_мо	-6.11
що_	-6.12
ува	-6.13
ли_	-6.13
ост	-6.13
іст	-6.14
ом_	-6.15
му_	-6.16
при	-6.18
ни_	-6.19
анн	-6.21
им_	-6.22
_у_	-6.22
ько	-6.24
них	-6.24
укр	-6.27
_ук	-6.28
ії_	-6.29
ому	-6.3
_пе	-6.3
ка_	-6.35
ку_	-6.35
аль	-6.36
іль	-6.36
до_	-6.37
оло	-6.4
ван	-6.4
ій_	-6.4
ног	-6.42
_то	-6.42
ова	-6.42
сто	-6.44
_й_	-6.44
ла_	-6.44
_де	-6.44
_бу	-6.45
ьки	-6.45
_сп	-6.47
роз	-6.47
кон	-6.47
ови	-6.48
ва_	-6.48
ові	-6.49
ної	-6.49
_св	-6.49
ті_	-6.51
_ма	-6.53
аці	-6.53
так	-6.54
ово	-6.54
ься	-6.54
пов	-6.54
нсь	-6.55
тьс	-6.55
ну_	-6.55
тор	-6.58
то_	-6.58
пра	-6.59
_пі	-6.61
сти	-6.64
ним	-6.64
ний	-6.65
мов	-6.67
ком	-6.69
як_	-6.7
сь_	-6.71
нов	-6.71
зна	-6.71
али	-6.73
_те	-6.73
ити	-6.73
сті	-6.75
род	-6.75
оро	-6.76
ами	-6.76
же_	-6.76
тан	-6.76
одн	-6.78
_во	-6.78
ном	-6.8
она	-6.81
рав	-6.81
_а_	-6.82
лов	-6.82
ло_	-6.82
_мі	-6.82
вно	-6.82
ють	-6.83
_ін	-6.83
мен	-6.84
лен	-6.84
овн	-6.84
сть	-6.85
ля_	-6.85
ист	-6.85
тер	-6.86
ьно	-6.87
ими	-6.88
_го	-6.89
ає_	-6.89
ичн	-6.89
ент	-6.89
ват	-6.89
ав_	-6.9
за_	-6.9
вал	-6.91
ди_	-6.91
ков	-6.91
час	-6.93
_це	-6.93
ід_	-6.93
чи_	-6.94
літ	-6.94
чно	-6.94
ро_	-6.95
_чи	-6.95
під	-6.95
ако	-6.95
ког	-6.96
ані	-6.96
ред	-6.96
ніс	-6.96
ств	-6.96
їни	-6.97
орі	-6.97
рос	-6.98
віт	-6.99
ві_	-7
ту_	-7
дер	-7.01
лас	-7.01
ник	-7.01
_су	-7.01
_об	-7.01
ано	-7.01
_вс	-7.02
їнс	-7.02
кол	-7.02
тво	-7.03
стр	-7.03
_ра	-7.03
во_	-7.03
пол	-7.03
лив	-7.04
оди	-7.04
ала	-7.05
тра	-7.06
_ре	-7.06
дно	-7.06
алі	-7.06
кий	-7.06
ше_	-7.07
_па	-7.07
роб	-7.07
ах_	-7.07
вор	-7.09
ори	-7.09
ви_	-7.09
але	-7.1
чен	-7.1
нос	-7.1
ідн	-7.1
_Ук	-7.11
_ба	-7.11
олі	-7.11
сво	-7.11
кої	-7.11
_ос	-7.11
бул	-7.11
аст	-7.11
ції	-7.12
Укр	-7.12
_се	-7.12
сам	-7.12
жен	-7.13
мож	-7.13
_кр	-7.13
ися	-7.13
ить	-7.13
ічн	-7.14
оно	-7.14
ці_	-7.14
нал	-7.15
тат	-7.15
рат	-7.15
_са	-7.15
_ме	-7.15
вер	-7.15
_зн	-7.15
ри_	-7.16
сві	-7.16
ія_	-7.16
це_	-7.17
ика	-7.17
пос	-7.17
нар	-7.18
_со	-7.18
под	-7.19
аро	-7.19
рок	-7.19
оли	-7.19
ду_	-7.19
_тр	-7.2
ких	-7.21
_ми	-7.22
ага	-7.22
тич	-7.22
дов	-7.22
_сл	-7.22
ак_	-7.23
опо	-7.23
_ти	-7.23
лад	-7.24
_ні	-7.24
_ка	-7.24
омі	-7.24
єть	-7.24
_од	-7.24
кі_	-7.24
кла	-7.25
тур	-7.25
авн	-7.25
_бо	-7.26
оді	-7.26
ерж	-7.27
ьог	-7.27
ків	-7.27
вни	-7.28
вон	-7.28
_ск	-7.28
нь_	-7.28
ною	-7.28
_ці	-7.28
спі	-7.28
ійн	-7.29
_ді	-7.29
том	-7.29
_ве	-7.29
ром	-7.3
ден	-7.3
чни	-7.3
гол	-7.3
_лі	-7.3
ржа	-7.3
_бе	-7.3
жав	-7.31
йсь	-7.31
для	-7.31
ття	-7.31
_гр	-7.32
без	-7.32
три	-7.32
_йо	-7.33
ало	-7.33
ади	-7.34
ени	-7.34
тис	-7.34
ійс	-7.34
_си	-7.34
рит	-7.35
ита	-7.35
