6497
3
_a_	-4.59
_sz	-5.16
és_	-5.3
_az	-5.32
en_	-5.43
ek_	-5.44
az_	-5.47
sze	-5.48
_és	-5.53
_me	-5.63
gy_	-5.64
an_	-5.71
tt_	-5.71
_el	-5.77
egy	-5.8
_A_	-5.84
ak_	-5.87
meg	-5.87
_kö	-5.88
zer	-5.89
et_	-5.93
ele	-5.94
zet	-6
_te	-6.05
tás	-6.05
ok_	-6.06
_eg	-6.08
ere	-6.08
em_	-6.08
ban	-6.14
el_	-6.15
ség	-6.16
_mi	-6.16
let	-6.17
ett	-6.18
nt_	-6.18
int	-6.18
szá	-6.19
is_	-6.19
_ha	-6.19
agy	-6.22
szt	-6.22
ben	-6.23
_fe	-6.25
_ho	-6.25
_le	-6.26
_ne	-6.27
eze	-6.28
ány	-6.33
at_	-6.33
ete	-6.33
_ki	-6.33
nek	-6.34
ény	-6.36
nak	-6.36
ott	-6.37
ter	-6.37
_ke	-6.37
sza	-6.39
tés	-6.39
ra_	-6.39
ti_	-6.41
_fo	-6.42
köz	-6.42
ogy	-6.42
fel	-6.42
_va	-6.43
min	-6.43
al_	-6.43
for	-6.44
ság	-6.44
tár	-6.44
atá	-6.45
es_	-6.45
len	-6.45
ala	-6.47
ai_	-6.47
si_	-6.47
áll	-6.47
tat	-6.48
_be	-6.49
gye	-6.49
ész	-6.49
hog	-6.49
_is	-6.49
os_	-6.49
esz	-6.5
nem	-6.5
tal	-6.51
nye	-6.51
lt_	-6.51
lat	-6.52
_ta	-6.54
re_	-6.54
tet	-6.55
ell	-6.55
ás_	-6.55
tel	-6.55
ni_	-6.56
ato	-6.56
_ké	-6.61
gya	-6.62
ent	-6.63
hat	-6.63
ik_	-6.65
ely	-6.66
mel	-6.67
_Az	-6.68
het	-6.68
át_	-6.69
ja_	-6.69
ció	-6.69
_ma	-6.7
Az_	-6.71
vez	-6.73
_vá	-6.73
án_	-6.74
_in	-6.74
ató	-6.74
_cs	-6.74
bb_	-6.74
val	-6.75
lla	-6.76
end	-6.76
ssz	-6.76
on_	-6.76
kor	-6.76
ren	-6.77
ése	-6.77
ált	-6.77
szo	-6.77
orm	-6.8
ár_	-6.8
_al	-6.81
zat	-6.81
rt_	-6.81
nde	-6.82
ető	-6.82
_re	-6.83
ta_	-6.84
eke	-6.85
ége	-6.86
asz	-6.86
áci	-6.87
mi_	-6.87
ért	-6.88
sok	-6.89
_má	-6.9
lle	-6.9
ét_	-6.91
ont	-6.92
vál	-6.92
mán	-6.93
_ál	-6.93
zés	-6.93
jel	-6.93
men	-6.94
rmá	-6.94
leg	-6.94
tek	-6.94
lye	-6.94
ásá	-6.94
eté	-6.95
st_	-6.95
_ko	-6.95
elő	-6.95
koz	-6.95
lta	-6.96
_tö	-6.97
eg_	-6.98
kez	-6.99
tot	-7
ól_	-7
zás	-7.01
er_	-7.01
ég_	-7.01
_vi	-7.02
ind	-7.02
kat	-7.02
kel	-7.02
gaz	-7.03
_tá	-7.03
nte	-7.03
_ér	-7.04
sít	-7.04
ill	-7.04
tó_	-7.05
alá	-7.05
_ka	-7.06
ák_	-7.06
ny_	-7.06
_am	-7.06
ása	-7.06
gál	-7.06
rés	-7.06
tok	-7.07
ese	-7.08
